invoice_id,buyer_id,quantity,total_price,transaction_created_at
641464,112845,4,326400.0,2019-08-07 03:25:51
5856548,27598,4,501251.0,2020-09-23 23:32:21
2152193,219662,8,1433000.0,2020-01-27 15:09:17
3750620,240130,3,37475.0,2020-06-19 11:10:38
6405324,148267,5,922500.0,2020-10-13 16:22:07
6119091,497284,7,286100.0,2020-10-03 07:38:18
1067399,27631,21,2266800.0,2019-10-06 13:27:18
814752,44884,11,4130500.0,2019-08-30 14:32:16
4189635,1117996,15,850250.0,2020-07-12 06:22:38
2362395,3914,5,975000.0,2020-02-14 23:07:04
1958220,86862,14,1123250.0,2020-01-08 16:28:22
6813581,1602711,10,1422000.0,2020-10-28 15:19:31
442623,45617,8,1412000.0,2019-07-09 15:13:26
5198887,6884,5,826850.0,2020-08-26 13:55:10
6624097,211054,4,1318000.0,2020-10-21 17:00:36
3049302,77231,52,13182500.0,2020-04-19 09:29:30
1182856,175878,28,3507500.0,2019-10-22 15:03:41
6971524,20549,1,221000.0,2020-11-03 18:26:20
273830,8250,1,212950.0,2019-05-27 10:33:02
314717,56584,21,307100.0,2019-06-12 08:33:58
6128790,34067,3,361550.0,2020-10-03 12:10:25
5959102,1122957,1,1105000.0,2020-09-27 21:11:56
1150405,173912,4,228500.0,2019-10-18 06:58:26
2009023,103461,4,667000.0,2020-01-13 21:19:07
4893803,1115616,4,70850.0,2020-08-12 19:58:08
2316801,11487,7,740000.0,2020-02-11 09:43:49
4737295,69646,77,10038700.0,2020-08-05 19:25:54
3223460,215585,13,816000.0,2020-05-08 08:16:46
7003247,184842,14,4526500.0,2020-11-05 05:33:26
5659922,46285,7,974500.0,2020-09-16 11:37:06
62298,53616,39,2115350.0,2019-03-25 13:37:09
3945171,119318,6,1325150.0,2020-06-30 10:27:33
6130128,98016,6,2072500.0,2020-10-03 12:59:53
4523785,33937,3,713000.0,2020-07-27 09:51:13
3682672,1049488,4,315750.0,2020-06-15 14:28:55
4364847,1102413,18,2024000.0,2020-07-20 10:01:29
5124623,1134687,24,5574000.0,2020-08-23 08:54:41
783450,166498,7,903500.0,2019-08-26 12:24:02
1377089,174870,7,233220.0,2019-11-14 10:02:06
2275256,204840,11,311300.0,2020-02-07 16:59:51
6706654,98112,67,2507425.0,2020-10-24 15:50:57
5970548,88627,4,352500.0,2020-09-28 10:28:47
2293870,219597,3,64150.0,2020-02-09 11:33:04
6879197,56192,5,73600.0,2020-10-31 07:32:14
327773,48549,28,1493630.0,2019-06-16 09:20:26
1552237,82584,18,4646000.0,2019-12-01 11:26:55
1533858,53773,3,98000.0,2019-11-29 14:55:46
4407455,1119871,4,66550.0,2020-07-22 06:21:25
5576808,37265,12,1201200.0,2020-09-12 14:08:59
972098,4452,15,187400.0,2019-09-23 09:29:15
2870491,28321,25,904700.0,2020-03-31 10:38:07
749434,80190,1,107000.0,2019-08-21 13:41:57
472343,52822,5,2258300.0,2019-07-14 07:27:58
5210921,225430,3,370250.0,2020-08-27 07:58:56
605488,99064,4,1287500.0,2019-08-01 19:00:50
5258623,90763,14,1175200.0,2020-08-29 08:47:44
4108484,12708,5,583000.0,2020-07-08 09:42:05
878440,125621,1,348000.0,2019-09-08 10:22:08
2892789,96952,2,69000.0,2020-04-02 16:00:45
2052137,20786,1,1072500.0,2020-01-18 01:13:14
2611336,96041,5,6545250.0,2020-03-05 11:45:28
795975,102164,7,241600.0,2019-08-28 08:32:50
4352689,165298,8,470550.0,2020-07-19 15:05:48
3501683,127263,2,92250.0,2020-06-03 09:41:18
5638363,1120599,4,63950.0,2020-09-15 13:39:09
4400215,14551,9,1397000.0,2020-07-21 15:47:58
6095992,50987,9,1057500.0,2020-10-02 10:44:49
1462120,98924,8,1553500.0,2019-11-22 17:03:57
6666693,23662,6,738000.0,2020-10-23 09:44:16
1379842,96804,3,931000.0,2019-11-14 13:55:23
833297,159859,1,228000.0,2019-09-02 11:16:37
1404872,816,11,711500.0,2019-11-17 09:37:50
6766952,1188317,29,2729600.0,2020-10-27 09:02:08
2028077,103218,9,1266500.0,2020-01-15 16:53:09
5357854,82484,11,858500.0,2020-09-02 17:34:02
3568501,143306,13,538100.0,2020-06-08 08:33:51
205162,13624,1,87250.0,2019-05-09 10:59:24
567929,39133,2,956000.0,2019-07-27 14:45:54
3961289,230723,2,84000.0,2020-07-01 06:46:09
1203120,168873,14,1249500.0,2019-10-25 09:22:00
6063916,7953,7,1290500.0,2020-10-01 10:29:57
4989726,1121841,4,70850.0,2020-08-17 11:12:25
4887226,1155654,23,1649150.0,2020-08-12 14:56:43
3655672,3400,34,2300650.0,2020-06-13 14:46:14
5230457,115877,2,113000.0,2020-08-27 21:52:24
6672435,156183,5,1361500.0,2020-10-23 12:17:17
1258666,25122,13,2274250.0,2019-10-30 22:14:42
5097003,239641,5,1155000.0,2020-08-21 20:06:17
53481,56057,6,3136500.0,2019-03-20 09:07:49
3525814,74826,8,214200.0,2020-06-04 21:00:58
7217442,36992,35,3091050.0,2020-11-12 20:51:12
173038,58392,5,4255200.0,2019-04-30 11:10:18
4851198,27429,2,138000.0,2020-08-11 08:40:47
1965020,206976,3,52400.0,2020-01-09 11:21:05
6368671,152504,6,3959000.0,2020-10-12 12:49:08
462530,91240,4,1193000.0,2019-07-12 12:18:56
550886,109951,12,1810000.0,2019-07-25 09:15:46
6896253,45136,1,110500.0,2020-10-31 16:37:08
6685218,35485,6,536000.0,2020-10-23 20:11:49
2361261,219689,4,1238500.0,2020-02-14 20:23:11
3504146,7774,20,2450400.0,2020-06-03 11:33:08
2701492,19317,16,2193500.0,2020-03-14 06:43:10
6043461,1253860,3,3514000.0,2020-09-30 15:22:11
1551527,7855,20,1741200.0,2019-12-01 10:18:39
5940966,140797,6,14840000.0,2020-09-26 19:06:28
2460244,92142,12,1823500.0,2020-02-21 15:14:24
5777747,243009,29,1546500.0,2020-09-21 10:55:35
1555499,97162,4,682000.0,2019-12-01 19:19:44
6422333,57304,1,110500.0,2020-10-14 10:22:01
7239569,112558,6,527500.0,2020-11-13 15:05:36
3240913,56368,15,863500.0,2020-05-09 18:35:49
6051217,90558,1,55300.0,2020-09-30 20:46:06
3027741,72984,7,320600.0,2020-04-17 00:09:21
519985,112686,4,307000.0,2019-07-20 15:25:29
5375530,17449,10,3038500.0,2020-09-03 13:14:06
6989918,174710,3,584300.0,2020-11-04 13:04:19
243043,2729,9,2517400.0,2019-05-20 11:17:38
4208593,42411,10,2533500.0,2020-07-13 09:31:43
478857,8163,4,3591000.0,2019-07-15 10:28:57
5408414,97359,2,373500.0,2020-09-04 21:50:31
3585061,14427,5,852500.0,2020-06-09 08:40:43
5590727,106056,7,2086500.0,2020-09-13 13:34:18
1245076,119968,9,4987500.0,2019-10-29 10:43:00
4185282,85348,15,2001100.0,2020-07-11 16:33:39
7019044,134798,4,594000.0,2020-11-05 13:33:14
4618538,10021,10,815200.0,2020-07-30 21:46:00
5702301,286107,13,2729000.0,2020-09-18 00:29:05
7081429,749985,6,288700.0,2020-11-07 20:24:10
5574814,1118533,30,2033900.0,2020-09-12 12:43:40
5001672,96824,13,7507000.0,2020-08-18 06:13:13
6617571,829740,4,56050.0,2020-10-21 13:36:30
561240,1080,9,840950.0,2019-07-26 15:47:04
6629710,118998,3,709000.0,2020-10-21 23:05:59
4564368,14874,12,1704900.0,2020-07-28 18:24:24
7054272,1597104,4,312800.0,2020-11-06 18:01:14
93957,60679,35,1372850.0,2019-04-07 07:27:20
5962310,9637,20,1974000.0,2020-09-28 06:54:08
3264109,26824,8,885950.0,2020-05-12 08:15:02
4530759,108562,7,1226650.0,2020-07-27 13:07:49
695572,92266,4,1105000.0,2019-08-14 14:16:10
3607295,240329,7,378700.0,2020-06-10 13:39:15
1082585,135102,1,146000.0,2019-10-08 13:57:56
3152900,67222,18,614800.0,2020-04-30 12:46:37
223936,17290,6,1215323.0,2019-05-15 09:27:03
4418184,106397,5,476850.0,2020-07-22 12:00:11
6287692,98515,2,299500.0,2020-10-09 09:08:19
378474,34208,11,881895.0,2019-06-28 12:53:03
460367,82643,11,3047000.0,2019-07-12 08:56:21
4418653,105544,9,1436000.0,2020-07-22 12:15:11
3787951,247518,7,697200.0,2020-06-21 19:16:58
1038512,179957,2,188000.0,2019-10-02 09:58:36
4319874,251290,5,119000.0,2020-07-17 18:25:51
3044145,241583,2,179800.0,2020-04-18 14:27:22
3859988,143229,1,277000.0,2020-06-25 12:14:44
3237509,111207,8,808500.0,2020-05-09 12:11:24
6408795,107554,9,2727000.0,2020-10-13 19:11:29
5493558,754455,2,625500.0,2020-09-09 07:36:43
4543156,1093029,12,5539000.0,2020-07-28 06:37:48
5209645,124373,7,1370500.0,2020-08-27 07:00:14
2599001,69465,5,670250.0,2020-03-04 09:35:22
4705971,109105,9,10411000.0,2020-08-04 14:05:13
6505409,237090,19,1809000.0,2020-10-17 08:41:20
6198463,1222300,3,69100.0,2020-10-06 09:58:47
1563115,145541,8,2950100.0,2019-12-02 13:05:55
6933228,1321915,24,9432440.0,2020-11-02 13:08:46
5294456,96594,2,607000.0,2020-08-31 09:16:11
6059091,232078,1,255000.0,2020-10-01 08:41:00
3176245,99351,33,1400000.0,2020-05-03 08:22:59
6335150,98864,3,355900.0,2020-10-10 22:03:10
283278,12287,10,500800.0,2019-05-29 09:57:39
3603876,13241,11,28660000.0,2020-06-10 10:46:08
327470,33559,1,625500.0,2019-06-16 07:35:53
3500618,119036,18,4118000.0,2020-06-03 08:53:48
2736609,59526,15,413600.0,2020-03-17 12:21:57
1040358,85806,10,2643000.0,2019-10-02 13:30:09
120545,272,4,1517000.0,2019-04-15 08:55:53
4180149,51912,29,4824350.0,2020-07-11 12:40:36
2263998,154763,9,428400.0,2020-02-06 18:30:19
6405967,73685,5,2169290.0,2020-10-13 16:47:05
6162676,187299,7,299600.0,2020-10-05 08:09:23
2168282,166288,7,1495000.0,2020-01-29 07:57:00
3309548,76934,14,1801350.0,2020-05-15 15:52:39
6165859,173379,14,665650.0,2020-10-05 09:18:51
665108,106995,9,706950.0,2019-08-10 08:20:28
4520662,22733,14,1015800.0,2020-07-27 08:33:18
2715786,146740,34,23026000.0,2020-03-15 14:07:22
4868412,100124,10,1980000.0,2020-08-11 19:33:24
1283976,194419,8,1303000.0,2019-11-03 09:23:34
818736,32988,60,5101900.0,2019-08-31 08:40:18
5658772,234955,9,1415500.0,2020-09-16 11:03:15
2336177,214722,4,1008000.0,2020-02-12 17:04:04
2199232,186314,3,62550.0,2020-02-01 01:39:29
6604598,219845,2,2678000.0,2020-10-21 08:20:03
6010229,100388,18,1206150.0,2020-09-29 14:32:58
381505,4296,2,212000.0,2019-06-29 08:55:22
5547128,175456,5,1013000.0,2020-09-11 10:31:58
492496,71826,6,414500.0,2019-07-17 07:39:49
1026766,161035,20,3042000.0,2019-09-30 15:59:09
1937647,128410,21,5253000.0,2020-01-06 16:51:36
5384345,74967,18,944050.0,2020-09-03 20:10:48
2965556,119075,4,340300.0,2020-04-10 13:01:23
5228034,629766,5,214200.0,2020-08-27 18:10:48
5539961,152999,61,17621700.0,2020-09-11 05:34:56
443762,104252,5,309000.0,2019-07-09 18:08:55
4725883,93722,9,355800.0,2020-08-05 11:21:02
2550808,216950,17,30060000.0,2020-02-28 16:05:22
4113437,80313,8,328350.0,2020-07-08 12:18:16
2227376,11372,11,1180450.0,2020-02-03 16:44:25
6720442,86756,38,2185749.0,2020-10-25 12:44:23
4640542,237811,43,2704900.0,2020-08-01 11:40:58
964158,40996,11,1865100.0,2019-09-21 18:05:35
4864548,41324,9,1155000.0,2020-08-11 15:36:13
4657053,109940,6,1925000.0,2020-08-02 11:25:39
2330507,163977,3,501250.0,2020-02-12 10:01:46
659683,156275,1,107250.0,2019-08-09 11:04:58
2316944,6936,4,612600.0,2020-02-11 09:49:36
220448,6099,3,318300.0,2019-05-14 10:24:31
7328429,104883,3,364000.0,2020-11-17 09:23:38
4233993,236578,6,216000.0,2020-07-14 10:01:40
5309252,105743,3,100000.0,2020-08-31 17:15:46
6545551,85361,15,823800.0,2020-10-19 08:30:05
4993026,1180028,21,868500.0,2020-08-17 13:44:57
3388738,181152,3,745000.0,2020-05-22 09:44:56
250667,47321,20,606500.0,2019-05-21 12:52:59
302884,111032,7,23330000.0,2019-06-04 09:30:05
6552909,120480,13,3840000.0,2020-10-19 11:03:21
5641085,4745,7,708350.0,2020-09-15 15:02:56
2380490,225397,1,15800.0,2020-02-16 17:36:30
2345063,215776,19,1048600.0,2020-02-13 12:47:31
4359251,41027,2,915000.0,2020-07-20 07:16:23
140989,40453,23,3823000.0,2019-04-21 09:59:12
5104222,172503,21,627400.0,2020-08-22 08:46:55
726227,167498,9,462900.0,2019-08-18 12:24:09
6819199,1524683,15,954940.0,2020-10-28 19:37:18
4549576,8634,4,1159200.0,2020-07-28 10:01:11
981017,39433,33,4552500.0,2019-09-24 10:48:26
1302389,95174,20,1048500.0,2019-11-05 14:36:35
6509939,1117957,5,73600.0,2020-10-17 10:33:00
3672858,75066,6,1521200.0,2020-06-15 08:08:17
6929983,102093,8,985000.0,2020-11-02 11:40:38
6509329,1133868,23,979400.0,2020-10-17 10:17:32
4250917,236902,6,778525.0,2020-07-14 22:25:23
415913,145171,1,2340000.0,2019-07-05 09:14:02
4578536,47013,3,818000.0,2020-07-29 11:18:36
5631411,107640,17,3809400.0,2020-09-15 10:05:26
3118565,49242,13,1628200.0,2020-04-26 18:20:26
664672,18877,4,1885000.0,2019-08-10 07:31:15
6649842,1180911,23,763120.0,2020-10-22 15:00:16
2467397,45973,20,2778350.0,2020-02-22 08:52:48
390149,121208,15,3165950.0,2019-07-01 10:27:13
5091587,9409,1,229000.0,2020-08-21 15:26:21
4522828,15112,7,860000.0,2020-07-27 09:27:19
5477506,247458,8,1199550.0,2020-09-08 11:13:40
4679592,22100,2,177500.0,2020-08-03 12:59:19
919570,66155,16,609925.0,2019-09-15 09:43:25
1040038,169566,1,103000.0,2019-10-02 12:48:02
664248,134092,5,89500.0,2019-08-10 06:26:56
1164024,93777,1,42800.0,2019-10-19 21:50:42
5957464,155754,57,3306000.0,2020-09-27 19:25:58
7124967,108399,4,1394000.0,2020-11-09 17:31:06
5419244,32249,11,913100.0,2020-09-05 11:53:06
5204066,204131,4,328500.0,2020-08-26 17:15:16
7277919,1125300,10,750500.0,2020-11-15 09:20:59
5516831,107869,3,207500.0,2020-09-10 07:24:24
2363475,213507,1,151400.0,2020-02-15 07:01:42
5359993,69318,5,955500.0,2020-09-02 19:54:21
3552850,222205,12,665550.0,2020-06-06 15:46:26
5411779,1133515,31,3531700.0,2020-09-05 07:51:21
6188031,150196,4,817500.0,2020-10-05 21:37:34
2782993,61799,12,605300.0,2020-03-22 04:38:01
4646678,1119580,4,66550.0,2020-08-01 16:16:22
6700874,5388,6,778000.0,2020-10-24 12:07:58
20806,582,14,1781500.0,2019-02-11 03:39:42
4336278,152459,1,327000.0,2020-07-18 13:47:11
3624107,126435,6,400400.0,2020-06-11 14:24:21
327985,101338,3,1468000.0,2019-06-16 10:30:11
4554761,1117758,4,66550.0,2020-07-28 12:28:29
3034271,241583,2,170800.0,2020-04-17 14:56:36
7064722,45433,13,1869300.0,2020-11-07 08:57:47
2418145,70868,1,536250.0,2020-02-19 14:20:59
